DOORS ID,Taipei Circle Line Alarm List (English),Taipei Circle Line Alarm List (Chinese),TWC,CBTC,WSP,MLK,Core,LATS,PSD,SCADA,PSIS,VHD,ALARM EQUATE,Alarm Description (English),Alarm Description (Chinese),Alarm Code Prefix,PRI,Train Status,Territory-Based Y/N,Routing,ACK Policy,Inactive Policy,Inactive Condition,Source Mapping,Subsystem ,Feature,Related Work Item,"""Fixed"" 
Release(s)",Notes
ATS_GA_AL-626,Depot Gate <LOCATION>< DEVICE>: ClosedAndLocked Indication Is Off,,,,X,,,,,,,,I_GATE_OPEN$MD_PRIMARY_IND_OFF,Alarm generated when a Depot Gate ClosedAndLocked Indication Off indication is received.,,W069,3,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,default,default,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-627,Depot Gate <LOCATION>< DEVICE>: ClosedAndLocked Indication Is On,,,,X,,,,,,,,I_GATE_OPEN$MD_PRIMARY_IND_ON ,Alarm generated when there is no indication from depot door/gate closed and locked signal.,,W070,1,NA,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Dispatcher, Supervisor, SysManager, Instructor, Trainee",Manual,default,default,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-628,<LOCATION> Interlocking Hardware Fault On Cabinet,,,,X,,,,,,,,I_IXL_CABINET_HDW_ALARM$MD_SECONDARY_IND_ON,Alarm reported by the Interlocking Subsystem when a hardware fault on the interlocking cabinet is detected.,,W071,2,NA,N,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Manual,Inactive Condition,Alarm is inactive,"IXL ICDD [R2]
Alarm ID 1",WAY,NA,"23157
33371
39617","4.12.01    
UNRELEASED","Alarm currently exists (4.12.x) as ""Interlocking: Hardware Fault On Cabinet"""
ATS_GA_AL-629,<LOCATION> Interlocking Hardware Fault On Network,,,,X,,,,,,,,I_IXL_NETWORK_HDW_ALARM$MD_SECONDARY_IND_ON,Alarm reported by the Interlocking Subsystem when a hardware fault on the interlocking network is detected.,,W072,2,NA,N,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Manual,Inactive Condition,Alarm is inactive,"IXL ICDD [R2]
Alarm ID 3",WAY ,NA,"23157
33371
39617","4.12.01    
UNRELEASED","Alarm currently exists (4.12.x) as ""Interlocking: Hardware Fault On Network"""
ATS_GA_AL-630,"
<LOCATION> Interlocking Hardware Fault On Peripheral Post",,,,X,,,,,,,,I_IXL_PERIPH_POST_HDW_ALARM$MD_SECONDARY_IND_ON,Alarm reported by the Interlocking Subsystem when a hardware fault on the Peripheral Posts is detected.,,W073,2,NA,N,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Manual,Inactive Condition,Alarm is inactive,"IXL ICDD [R2]
Alarm ID 5",WAY,NA,"23157
33371
39617","4.12.01    
UNRELEASED","Alarm currently exists (4.12.x) as ""Interlocking: Hardware Fault On Peripheral Posts"""
ATS_GA_AL-631,<LOCATION> Interlocking Equipment Power Supply Fault At Central Post,,,,X,,,,,,,,I_IXL_PWR_SUP_HDW_ALARM$MD_SECONDARY_IND_ON,Alarm reported by the Interlocking Subsystem when a power supply fault for the interlocking equipment at the Central Post is detected.,,W074,2,NA,N,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Manual,Inactive Condition,Alarm is inactive,"IXL ICDD [R2]
Alarm ID 4",WAY,NA,"23157
33371
39617","4.12.01    
UNRELEASED","Alarm currently exists (4.12.x) as ""Interlocking: Equipment Power Supply Fault At The Central Post"""
ATS_GA_AL-632,"<LOCATION> Interlocking Hardware Fault On Communication Server, Diagnostic And Maintenance Workstation Or Interlocking Workstation",,,,X,,,,,,,,I_IXL_SRV_WRK_HDW_ALARM$MD_SECONDARY_IND_ON,"Alarm reported by the Interlocking Subsystem when a hardware fault on interlocking communication (ART) server, diagnostic and maintenance monitor or interlocking workstation is detected.",,W075,2,NA,N,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Manual,Inactive Condition,Alarm is inactive,"IXL ICDD [R2]
Alarm ID 2",WAY ,NA,"23157
33371
39617","4.12.01    
UNRELEASED","Alarm currently exists (4.12.x) as ""Interlocking: Hardware Fault On Communication Server, Diagnostic And Maintenance Workstation Or Interlocking Workstation"""
ATS_GA_AL-633,<LOCATION>: Enable Keyswitch Reset Indication Is On,,,,X,,,,,,,,I_KEY_RESET_EN$MD_PRIMARY_IND_ON,Alarm generated when an Enable Keyswitch Reset indication is received.,,W080,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,default,default,default,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-685,Work Zone < DEVICE>: Keyswitch Activation Request At <LOCATION>,,,,X,,,,,,,,I_WORK_ZONE_KEY_REQUESTED$MD_PRIMARY_IND_ON,Alarm generated when a work zone is requested from the wayside through a keyswitch.,,W081,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Work Zone = Active or Waiting to Become Active,Misc IXL,WAY,Combined Work Zones,7679,4.9,
ATS_GA_AL-662,Platform <DEVICE>: Train Hold,,,X,,,,,,,,,I_PLAT_HOLD_TRAIN$MD_PRIMARY_IND_ON,Alarm generated when a Platform Train Hold indication is received.,,W085,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,default,default,default,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-667,<LOCATION>< DEVICE>: Alarmed State,,,,X,,,,,,,,I_SUMMARY_ACTIVATED_ALARMED$MD_PRIMARY_IND_ON,An alarm to alert the user that an indication has been received at a device/location [<Device/Location>] indicating the device is Activated and Alarmed.,,W114,1,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Activated and Alarm state is noo longer reported. ,Misc IXL,WAY,"Emergency Traction Cut, Train Stop and Access Handling","
4570/
18971","4.9    
4.12",
ATS_GA_AL-668,<LOCATION>< DEVICE>: Permanently Bypassed State,,,,X,,,,,,,,I_SUMMARY_BYPASSED$MD_PRIMARY_IND_ON,Alarm generated when a bypass state indication is received for a device/location from the IXL.,,W115,3,NA,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Dispatcher, Supervisor, SysManager, Instructor, Trainee",Manual,Inactive Condition,Bypassed state is no longer reported.,Misc IXL,WAY,"Emergency Traction Cut, Train Stop and Access Handling","
4570/
18971","4.9    
4.12",
ATS_GA_AL-669,<LOCATION>< DEVICE>: Waiting For Alarm Reset,,,,X,,,,,,,,I_SUMMARY_DEACTIVED_ALARMED$MD_PRIMARY_IND_ON,An alarm to alert the user that an indication has been received at a device/location [<Device/Location>] indicating the device is waiting for the alarm to be reset.,,W119,4,NA,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Dispatcher, Supervisor, SysManager, Instructor, Trainee",default,default,default,Misc IXL,WAY ,NA,NA,CORE,
ATS_GA_AL-672,Intruder Alarm <LOCATION>< DEVICE>: Bypassed State,,,,X,,,,,,,,I_TIDS_BYPASS_INDICATION$MD_PRIMARY_IND_ON,Alarm generated when an intruder alarm bypass indication is received from the IXL.,,W120,1,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Intruder alarm is no longer reporting a bypass state.,Misc ATS,WAY,NA,"
4570/
18971","4.9    
4.12",
ATS_GA_AL-673,Intruder Alarm <LOCATION>< DEVICE>: Alarmed and Activated State,,,,X,,,,,,,,I_TIDS_DOOR_ALARM$MD_PRIMARY_IND_ON,Alarm generated when an intruder alarm alarmed and activated indication is received from the IXL.,,W121,1,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Intruder alarm is no longer reporting an alarmed and activated state.,Misc IXL,WAY,NA,"
4570/
18971","4.9    
4.12",
ATS_GA_AL-674,Intruder Alarm <LOCATION>< DEVICE>: Alarmed State,,,,X,,,,,,,,I_TIDS_DOOR_ALARM_DEA$MD_PRIMARY_IND_ON,Alarm generated when an intruder alarm alarmed indication is received from the IXL.,,W122,1,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Intruder alarm is no longer reporting an alarmed an state.,Misc IXL,WAY,NA,"
4570/
18971","4.9    
4.12",
ATS_GA_AL-675,Intruder Alarm <LOCATION>< DEVICE>: Override State,,,,X,,,,,,,,I_TIDS_OVERRIDE_INDICATION$MD_PRIMARY_IND_ON,Alarm generated when an intruder alarm override state is received from the IXL.,,W123,1,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Intruder alarm is no longer reporting a override state.,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-679,Non-Communicating Train Is Suspected Within CBTC Territory,,,X,,,,,,,,,I_VEH_LOCALIZATION_STATUS$MD_PRIMARY_IND_ON,Alarm generated when an Immediate Sieving authorization is revoked.  At least one vehicle is not localized with certainty.,,W128,2,NA,N,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Manual,Inactive Condition,Immediate Sieving authorization revoked no longer reported,CBTC Message Type 183,WAY,Sieving Process Evolution,"3348/
17182",4.11,
ATS_GA_AL-687,Depot Door/Gate <DEVICE>: No Longer Closed,,,,X,,,,,,,,I_YARD_DOOR_GATE_CLSD$MD_PRIMARY_IND_ON ,Alarm generated when the depot door/gate is no longer closed,,W137,1,NA,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Dispatcher, Supervisor, SysManager, Instructor, Trainee",Manual,default,default,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-688,Depot Door/Gate <DEVICE>: Door Is Closed,,,,X,,,,,,,,I_YARD_DOOR_GATE_OPEN$MD_PRIMARY_IND_OFF,Alarm generated when a Depot Door/Gate No Longer Closed Indication Off is received.,,W138,5,NA,Y,User(s) who owns the territory where the alarm  event occurred,Timed,Inactive Timeout (configured time),configured time elapsed,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-689,Depot Door/Gate <DEVICE>: Door Is Open,,,,X,,,,,,,,I_YARD_DOOR_GATE_OPEN$MD_PRIMARY_IND_ON ,Alarm generated when the depot door/gate is open. This alarm goes inactive when the door/gate is closed. ,,W140,1,NA,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Manual,default,default,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-691,Depot Door/Gate <DEVICE>: Door Is Closed,,,,X,,,,,,,,I_YARD_GATE_CLOSED$MD_PRIMARY_IND_ON,Alarm generated when a Depot Gate Closed Indication is received.,,W141,1,NA,Y,User(s) who owns the territory where the alarm  event occurred,default,default,default,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-690,Depot Door/Gate <DEVICE>: Door Is Open,,,,X,,,,,,,,I_YARD_GATE_CLOSED$MD_PRIMARY_IND_OFF,Alarm generated when a Depot Gate No Longer Closed indication is received.,,W142,5,NA,Y,User(s) who owns the territory where the alarm  event occurred,Timed,Inactive Timeout (configured time),configured time elapsed,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-696,Flood Gate Alarm Is Waiting Acknowledgement for <DEVICE> At <LOCATION>,,,,X,,,,,,,,,Alarm generated when a flood gate alarm indication is received in the Waiting Acknowledgement state.,,W143,1,NA,Y,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Manual,Inactive Condition,"
Flooding indication received in 'Active' or 'Not Active' state.",Misc IXL,WAY,Increase Flood Gate Availability,"7672
27204","4.8    
UNRELEASED",Alarm does NOT exist in 4.12.x.
ATS_GA_AL-695,Flood Gate Alarm Is Active For <DEVICE> At <LOCATION>,,,,X,,,,,,,,,Alarm generated when a Flood Gate Alarm indicaiton is received in the Active state.,,W144,1,NA,Y,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Manual,Inactive Condition,Flooding indication received in the 'Waiting Acknowledgement' state or 'Not Active' state.,Misc IXL,WAY,Increase Flood Gate Availability,"7672
27204","4.8    
UNRELEASED","Alarm currently exists (4.12.x) as ""Flooding At <LOCATION> Between <DEVICE1> And <DEVICE2>"""
ATS_GA_AL-697,Time to indicate requested state '<STATE>' has been exceeded for Flood Gate <LOCATION><DEVICE>,,,,X,,,,,,,,,Alarm to alert the user that the requested state of a flood gate is not indicated by the pre-configured flood gate indication timer.  <STATE> is either 'Open' or 'Closed'.,,W145,1,NA,Y,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Manual,Inactive Condition,Inactive When Acked,Misc IXL,WAY,Increase Flood Gate Availability,"7672
27204","4.8    
UNRELEASED",Alarm does NOT exist in 4.12.x.
ATS_GA_AL-698,Skip Is In Effect At <LOCATION><DEVICE>  And An Adjacent Station Has An Active Fire Alarm,,,X,,,,,,,,,MD_SKIP_ACTIVE_TOWARD_FIRE_ON,Alarm generated when a skip is in effect at a platform and an adjacent station has an active fire alarm.,,W147,1,NA,N,"Dispatcher, Supervisor, Instructor, Trainee",Manual,Inactive Condition,Skip is no longer in effect.,Misc ATS,WAY,Manage Fire Detection,3340,4.5,
ATS_GA_AL-699,Platform <DEVICE>: Unexpected Platform Hold State,,,X,,,,,,,,,MD_UNEXPECTED_PLAT_HOLD_INDICATION_ON,Alarm generated when the platform hold State reported by the CBTC System is hold and the State in the ATS Subsystem is not requested.,,W148,2,NA,N,"Dispatcher, Supervisor, Instructor, Trainee",Manual,Inactive Condition,Unexpected hold status is no longer reported.,"CBTC Message Type 178",WAY,NA,NA,CORE,
ATS_GA_AL-700,Platform <DEVICE>: Unexpected Platform Skip State,,,X,,,,,,,,,MD_UNEXPECTED_PLAT_SKIP_INDICATION_ON,Alarm generated when the platform hold State reported by the CBTC System is skip and the State in the ATS Subsystem is not requested.,,W149,2,NA,N,"Dispatcher, Supervisor, Instructor, Trainee",Manual,Inactive Condition,Unexpected skip status is no longer reported.,"CBTC Message Type 178",WAY,NA,NA,CORE,
ATS_GA_AL-692,<LOCATION>: Speed Restriction Affecting Train Currently In Zone Is On,,,,,,X,,,,,,I_ZONE_SPEED_REQ_ACK$MD_PRIMARY_IND_ON,Alarm generated when a Speed Restriction Affecting Train Currently In Zone On indication is received.,,W150,3,NA,Y,User(s) who owns the territory where the alarm  event occurred,default,default,default,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-704,Overlap <LOCATION>< DEVICE>: Overlap Is Excluded From ATS Control,,,,X,,,,,,,,OVL_IXL_EXCLUSION_IND_ON,Alarm generated when an overlap is excluded from ATS control.,,W151,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,default,default,default,Misc IXL,Way,NA,NA,CORE,
ATS_GA_AL-703,Overlap <LOCATION>< DEVICE>: Overlap Is Excluded From ATS Control,,,,X,,,,,,,,OVL_EXCLUSION_IND_ON,Alarm generated when an overlap device is excluded from ATS control by the interlocking.,,W152,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,default,default,default,Misc IXL,WAY ,NA,NA,CORE,
ATS_GA_AL-707,Indicating Route For <DEVICE> At <LOCATION> Does Not Match ATS Requested Route ,,,,,,X,,,,,,RT_CONTROL_INDICATION_DO_NOT_MATCH_ON,"Alarm generated when the location is in ATS control, a route control has been executed by the ATS Subsystem and the indication that is received for a route does not match the route requested by the ATS Subsystem.",,W156,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Indicating route does not match ATS requested route is no longer reported.,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-711,"Signal <LOCATION>< DEVICE>: Not Displaying Concealed Aspect, As Commanded By Interlocking",,,,X,,,,,,,,SG_CONCEALED_FAIL_IND_ON,"Alarm generated when a Concealed aspect has been commanded for a signal by the IXL, but is not being indicated by the signal. ",,W160,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Aspect failure no longer reported.,Misc IXL,WAY,Signal Display failure,12663,4.9,
ATS_GA_AL-712,Signal <LOCATION>< DEVICE>: Is Excluded From ATS Control By Maintenance,,,,X,,,,,,,,SG_EXCLUDED_BY_MAINT_IND_ON,Alarm generated when a signal is reported excluded from ATS control by maintenance.,,W161,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Inactive When Acked,Misc IXL,WAY ,NA,NA,CORE,
ATS_GA_AL-713,Signal <LOCATION>< DEVICE>: Is Excluded From ATS Control,,,,X,,,,,,,,SG_IXL_EXCLUSION_IND_ON,Alarm generated when a signal has been excluded from ATS control from the interlocking.,,W162,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Signal is excluded from ATS control is no longer reported.,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-714,"Signal <LOCATION>< DEVICE>: Is Not Displaying Stop Aspect, As Commanded By IXL ",,,,X,,,,,,,,SG_LIGHT_OUT_IND_ON,"Alarm generated when a Stop aspect has been commanded for a signal by the IXL, but is not being indicated by the signal. ",,W163,3,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Stop aspect failure no longer reported.,Misc IXL,WAY,Signal Display failure,12663,4.9,
ATS_GA_AL-715,Signal <LOCATION>< DEVICE>: Closure Deactivation By External System ,,,,X,,,,,,,,SG_LOCAL_CLOSED_IND_OFF,Alarm generated when a Signal Closure Deactivated By External System is reported.,,W164,4,NA,Y,User(s) who owns the territory where the alarm  event occurred,"T
(configured ack. time)",default,default,Misc IXL,Way,NA,NA,CORE,
ATS_GA_AL-716,Signal <LOCATION>< DEVICE>: Closure Activation By An External System ,,,,X,,,,,,,,SG_LOCAL_CLOSED_IND_ON,Alarm generated when a closure for a given signal is activated locally by a maintenance team.,,W165,4,NA,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,Signal no longer closed locally by a maintenance team.,A712_D403-2 ATS WSP (ART) ,WAY,CR 153 Safety-Related Commands,13645,4.10.02,
ATS_GA_AL-717,"Signal <LOCATION>< DEVICE>: Not Displaying Permissive Aspect, As Commanded By Interlocking ",,,,X,,,,,,,,SG_PERMISSIVE_FAIL_IND_ON,"Alarm generated when a Permissive aspect has been commanded for a signal by the IXL, but is not being indicated by the signal. ",,W166,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Permissive aspect failure no longer reported.,Misc IXL,WAY,Signal Display failure,12663,4.9,
ATS_GA_AL-718,Signal <LOCATION>< DEVICE>: Is Not Displaying Switch Locked Aspect As Commanded By Interlocking ,,,,X,,,,,,,,SG_SW_LOCKED_FAIL_IND_ON,"Alarm generated when a Switch Locked aspect has been commanded for a signal by the IXL, but is not being indicated by the signal. ",,W167,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Switch Locked aspec failure no longer reported.,Misc IXL,WAY,Signal Display failure,12663,4.9,
ATS_GA_AL-720,Signal <LOCATION>< DEVICE>: Is Not Displaying Restricted Aspect As Commanded By Interlocking,,,,X,,,,,,,,SG_TX_FAIL_IND_ON,"Alarm generated when a Restricted aspect has been commanded for a signal by the IXL, but is not being indicated by the signal. ",,W169,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Restricted aspect failure no longer reported.,Misc IXL,WAY,Signal Display failure,12663,4.9,
ATS_GA_AL-726,Switch <LOCATION>< DEVICE>: Is Excluded From ATS Control By Maintenance,,,,X,,,,,,,,SW_EXCLUDED_BY_MAINT_IND_ON,Alarm generated when a switch is reported excluded from ATS control by maintenance.,,W175,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,default,default,default,Misc IXL,WAY ,NA,NA,CORE,
ATS_GA_AL-727,Switch <LOCATION>< DEVICE>: Is Excluded From ATS Control By Interlocking,,,,X,,,,,,,,SW_IXL_EXCLUSION_IND_ON,Alarm generated when a switch has been excluded from ATS control from the interlocking.,,W176,4,NA,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,Switch is excluded from ATS control is no longer reported.,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-728,<PVID><TID> At <TRACKING LOC>: Train Is Prevented From Reversing Because Of Switch <LOCATION><DEVICE>  ,,,X,,,,,,,,,SW_PREVENTING_EID_ON,Alarm generated when a switch is detected preventing an EID.,,W177,4,Minor,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,Switch prevents EID for train is no longer reported.,"CBTC Message Type 115",WAY,NA,NA,CORE,
ATS_GA_AL-730,Switch <LOCATION><DEVICE>: Lost Correspondence Without A Switch Move Request,,,,,,X,,,,,,SWITCH_LOST_CORR,Alarm generated when correspondence for a switch is lost (normal or reverse switch position indication goes away) and no operator request was made to move the switch.,,W179,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Switch lost correspondence without a switch move request is no longer reported.,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-731,Switch <LOCATION>< DEVICE>: Never Came Into Correspondence,,,,,,X,,,,,,SWITCH_OUT_CORR,Alarm generated when a switch move is attempted and the switch does not gain correspondence (normal or reverse switch position indication is not received) within the allotted time.,,W180,1,NA,Y,User(s) who owns the territory where the alarm  event occurred,Manual,Inactive Condition,Switch never came into correspondence is no longer reported.,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-734,Track <LOCATION>< DEVICE>: Track Is Excluded From ATS Control By Maintenance,,,,X,,,,,,,,TK_EXCLUDED_BY_MAINT_IND_ON,Alarm generated when a track is reported excluded from ATS control by maintenance.,,W183,2,NA,Y,User(s) who owns the territory where the alarm  event occurred,default,default,default,Misc IXL,WAY ,NA,NA,CORE,
ATS_GA_AL-735,Track <LOCATION>< DEVICE>: Track Is Excluded From ATS Control By Interlocking,,,,X,,,,,,,,TK_IXL_EXCLUSION_IND_ON,Alarm generated when a track has been excluded from ATS control from the interlocking.,,W184,4,NA,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,Track excluded from ATS control is no longer reported.,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-736,Track <LOCATION>< DEVICE>: Track Oxidation Is On,,,,X,,,,,,,,TK_OXIDIZED_IND_ON,Alarm generated when a track oxidation condition is received from the interlocking (IXL system).,,W185,4,NA,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,Track oxidation is no longer reported.,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-737,<PVID><TID> At <TRACKING LOC>: Train Is Prevented From Reversing Because Of IVB <LOCATION><DEVICE>  ,,,X,,,,,,,,,TK_PREVENTING_EID_ON,Alarm generated when the Interlocking Virtual Block (IVB) was returned as preventing an EID. The operator must operationally facilitate the removal of the IVB to allow the EID to continue.,,W186,4,Minor,Y,User(s) who owns the territory where the alarm  event occurred,Automatic,Inactive Condition,IVB prevents EID for train is no longer reported.,"CBTC Message Type 179",WAY,NA,NA,CORE,
ATS_GA_AL-739,<PVID><TID> At <TRACKING LOC>: Train Was Previously Reported To Be Outside of CBTC Territory,,,X,,,,,,,,,TKG_PREVIOUSLY_OUTSIDE_CBTC_TERR_ON,"Alarm generated when:
* a train that had previously been confirmed as outside of CBTC territory loses its ?outside CBTC territory? State
ANDÿÿÿÿÿÿ
*he train is not in tracking or is in tracking in a location or track that is outside of CBTC territory.",,W188,2,Major,N,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Manual,Inactive Condition,"PVID included in list of PVIDs Outside the Line OR PVID moves into tracking in CBTC-equipped territory
OR
PVID moves into tracking in CBTC-equipped territory",CBTC Message Type 183,WAY,Sieving Process Evolution,"3348/
17182",4.11,
ATS_GA_AL-740,<PVID><TID> At <TRACKING LOC>: Trip Requested,,,X,,,,,,,,,TKG_TRIP_REQUESTED_ON,Alarm generated when a train requests trip information from the ATS before movement can be initiated.,,W189,2,Major,N,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Manual,Inactive Condition,Inactive When Acked,"CBTC Message Type 170",VEH,Mission Management for Driverless,3344,4.7,
ATS_GA_AL-741,<LOCATION> Emergency Door Alarm,,,,X,,,,,,,,TL_EMERG_DOOR_REQ_ACK$MD_TERTIARY_IND_ON,Alarm generated when an Emergency Door Alarm is reported.,,W190,3,NA,Y,User(s) who owns the territory where the alarm  event occurred,default,default,default,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-742,<DEVICE>: Central Emergency Stop Activated By ATS,,,,X,,,,,,,,TL_EMERGENCY_STOP_DEVICE$MD_PRIMARY_IND_ON,Alarm generated when a Central Emergency Stop device has been initiated by the ATS Subsystem.,,W191,2,NA,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Dispatcher, Supervisor",Automatic,Inactive Condition,Central Emergency Stop activated by ATS is no longer reported.,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-743,<DEVICE>: Central Emergency Stop Activated By An External System ,,,,X,,,,,,,,TL_EMERGENCY_STOP_DEVICE$MD_SECONDARY_IND_ON,Alarm generated when an external system indicates that a central emergency stop device is activated locally by a wayside device.,,W192,1,NA,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Dispatcher, Supervisor",Manual,Inactive Condition,Central Emergency Stop activated by an external system is no longer reported.,Misc IXL,WAY,CES-Related Features,3346,4.6,
ATS_GA_AL-745,<DEVICE>: Platform Emergency Egress Gate Is Open,,,,X,,,,,,,,TL_EPCH_SUMMARY_IND$MD_SECONDARY_IND_ON ,Alarm generated when a mainline platform emergency egress gate (EEG) is open.  This alarm goes inactive when the door/passenger emergency exit is closed.,,W195,4,NA,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Ack Not Required,default,default,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-746,<DEVICE>: Emergency Exit Door Alarm Is Activated,,,,X,,,,,,,,TL_EPCH_SUMMARY_IND$MD_TERTIARY_IND_ON ,"Alarm generated when a mainline platform emergency egress gate (EEG) is opened.  This alarm remains active until the operator resets the alarm condition, which cannot be done until the platform emergency egress gate (EEG) is closed. The alarm must be reset before trains can move in the affected area.",,W196,1,NA,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Dispatcher, Supervisor, SysManager,  Instructor, Trainee",Manual,default,default,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-757,Traction Power Zone <DEVICE>: Zone Is De-energized,,,,,,,,,X,,,TRACTION_POWER_MD$MD_PRIMARY_IND_ON ,Alarm generated when a specified traction power zone has been de-energized.,,W208,1,NA,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Dispatcher, Supervisor, SysManager, Instructor, Trainee",Manual,default,default,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-758,Traction Power Zone <DEVICE>: Zone State Is Unknown,,,,,,,,,X,,,TRACTION_POWER_MD$MD_SECONDARY_IND_ON ,Alarm generated when the State of a specified traction power zone is unknown (could be energized or not).,,W209,2,NA,Y,"User(s) of the following type who own the territory where the alarm  event occurred:
Dispatcher, Supervisor, SysManager, Instructor, Trainee",Manual,default,default,Misc IXL,WAY,NA,NA,CORE,
ATS_GA_AL-759,TSR <NUMBER>: Created By ATS Subsystem In Zone <ZONE> ,,,X,,,,,,,,,TSR_FOR_CBTC_ZONE_CREATED_FROM_ZNC,"Alarm generated when the ATS Subsystem creates a TSR from data in the CBTC Subsystem for a TSR that is not already in the ATS Subsystem.
The [%WSTRZONE] token contains the label of the TSR Zone.",,W212,3,NA,N,"Dispatcher, Supervisor, SysManager, Maintainer, Instructor, Trainee",Manual,Inactive Condition,Inactive When Acked,"CBTC Message Type 111",WAY,New Evolutions for TSR Management by CBTC (TSR Zones),7677,4.8,
